Data Source,World Development Indicators,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36,...37,...38,...39,...40,...41,...42,...43,...44,...45,...46,...47,...48,...49,...50,...51,...52,...53,...54,...55,...56,...57,...58,...59,...60,...61,...62,...63,...64,...65,...66,...67,...68
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Last Updated Date,28-01-2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5945677377,6262740657,6439703435,6232906290,6663669065,7332244898,8553643354,8827272727,9676172953,11514605842,NA,9100755660,8902070446,9649313947,9455340154,9594160920,10528493035,10109968847,9169278193,9170079926,10026153345,10032440928,9439810776,11157002973,11308300346,12507927144
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,4110000000,4829238095,5631285444,5591307028,5964195925,6108679126,7162633082,7057478295,7192102967,8359596194,9144112431,10876091408,11833904488,16826390944,16209693232,7621570062,10338624019,13965595122,15992038535,21806136346,29036709872,34509878044,19529291465,20362016672,19671768024,17717662228,18897110626,22250729667,26042571616,29936735491,33137824762,37846188228,45949608552,49287378599,56998601184,73444831671,78584098983,85741415285,81990010704,75578685736,78339750722,71574739561,70264045939,76492579644,99075985773,122294000000,153844000000,172491000000,179895000000,171778000000,217051000000,251383000000,267025000000,277395000000,259561000000,242450000000,249345000000,276154000000,295858000000,278285000000,254042000000,315515000000,302117000000,335533000000
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,59716249311,50056685957,47209186415,50706614526,59708125204,70436008642,76720005492,72881364882,70846276051,79705614855,92602634892,99800593791,113689000000,138543000000,144189000000,163430000000,153939000000,174936000000,149541000000,178281000000,191149000000,195866000000,205090000000,230687000000,259947000000,309488000000,300758000000,272973000000,312354000000,347768000000,360858000000,383373000000,426916000000,444731000000,564322000000,734485000000,863749000000,961602000000,1029060000000,1094000000000,1211330000000,1339400000000,1470560000000,1660280000000,1955350000000,2285960000000,2752120000000,3550330000000,4594340000000,5101690000000,6087190000000,7551550000000,8532190000000,9570470000000,10475600000000,11061600000000,11233300000000,12310500000000,13894900000000,14280000000000,14687700000000,17820500000000,17881800000000,17794800000000
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,546203559.3,618245634.2,645284473.7,761047198,921063326.6,919771228.8,1024102880,1082922725,1281281277,1361360293,1455482795,1584128509,1849400402,2508421426,3070152309,3893839190,4662053825,6265068189,7900526298,9142933967,10175617609,8432589942,7567110849,6838184773,6841639247,6977650644,9158302100,10087654465,10255169806,9757410645,10795850583,10492628581,11152971274,11045760288,8313557510,11000146267,18071152831,18047558038,19619654756,18870992456,16577533892,16810537044,18054383321,21251754340,23510575681,24036918703,25281413263,28760090953,34078240293,33886813250,34936307980,36693710801,36302302877,42760235485,48843005614,45815005169,48407761037,52512343997,58522477787,60382894697,63027852805,72794636654,70173140101,78875489245
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,614206068.5,652777608.3,694247864.4,718320845,776650176.9,814083265.5,851112534.6,936175260,1046191218,1100551489,1151216993,1236941394,1498251890,1901393361,2157415533,2857037371,2898090002,3394664024,4662852583,5919002983,6674569047,6610938617,6611255964,6870200010,7311938026,8544810498,11857056199,13049659981,12236057362,11012566195,12314482628,11840192296,12071775335,16181814713,8902446252,10864772471,11093538846,10789458433,11298144990,11565826465,10566579295,10953485349,12417251350,15970315035,18826214136,19509852207,20910512975,23928250433,27715142033,27932970317,27507501821,30630910495,30155062329,33728621180,36386544706,32210233020,33814337044,36098547033,39955552190,39667757528,40773241177,45011937347,44347206073,49279410983
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,3359404118,3086746857,3779841429,6213185743,2881545273,4043901818,4532660182,3384063372,3909780539,5032434970,4877684910,5594770359,6173712814,7870239461,9596960180,10237343174,9648583225,12344424764,15372608002,15068422236,14394927495,12537821038,13651667371,11006712650,7857729193,7195042616,8095367168,7661625473,8861299977,9021862775,9349764580,9087965282,8206227134,10707792340,5820383306,5643439376,5771454940,6090840548,6217806273,4711259427,19088046306,7438189100,8728038525,8937567060,10297483481,11964484466,14451901696,16737071816,19788515590,18648372553,21565721045,25839749199,29306235285,32679745048,35909040926,37917706497,37134801555,38019264795,47568210010,51775829877,48716961860,55328482784,65801547620,66383287003
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,131731862.8,151675738.9,166521239.7,172233430.7,185693724.9,198318064,220613582,237397428.1,251247457.8,265040036.4,274960699.9,322128019,410669263.7,541973362.6,585364634.5,767102680.2,754549601.4,765224029.3,878771772.2,1198749667,1705796853,1993512323,2160640565,2097274290,2193581365,2160872540,1849268212,2297753652,2212536312,2389593026,2798746050,2724853506,2933222703,2684323623,1769365438,2116003868,2540697539,2322719103,1949481379,2354772960,3227927698,2796704604,3034250924,3503723088,4656974940,6650001680,8072305029,8782703437,11649857673,9723299915,13148396212,15655383577,17692911296,17958720699,17919321078,12434793867,10931328151,11834473039,14773900289,13976637780,11468687464,14825690211,15817030155,15321055823
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,4031152977,4540447761,4955538219,4836166667,5973366667,5760761905,5428518519,5825170438,5960212869,6450175214,7198360460,7820380971,8671358733,10315760000,12370029584,13098633902,15341403660,19470960619,23263511958,27940411250,33400735644,36388366869,38968039722,38729822782,38253120738,34894419443,34942489684,36373307085,39212550050,39540080200,47844090710,49637993949,58394443378,66474101301,81705497617,92495970511,97153389011,106656000000,98486358581,86278947637,99875074951,98200641203,97945812803,94644969157,117092000000,145601000000,161793000000,206230000000,242504000000,232469000000,286499000000,334966000000,370691000000,382094000000,381241000000,293492000000,282720000000,311867000000,334198000000,323032000000,270348000000,318525000000,345330000000,363494000000
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212218261.6,196349931.5,184009013.6,191621954.9,184697225.6,196726096.3,279197721.8,337525852.6,356500032.7,341476768.3,429622177.7,424108769.5,457388651.5,452881475.1,319189184.3,398461797,396053805.9,364445600.5,370106745.9,382454989.9,351136579.6,378512024.1,425964681,546885222.7,633706110.8,653845169.2,698431793.9,795673152.9,915659108,905341172.7,907978730.9,1023086274,1015843491,1116224107,1149587661,966029600.9,1012835493,1077439757,1188797449,1195019532,1225039197,1296089480,1242519408,1352380971
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142246815.3,139468209.1,140630679,138476175.6,132019038.6,137728204.8,190651167.6,235253064.7,264308140.3,267448571.4,306890962.6,319827058.6,357160985.3,490417389.7,406580652.3,487148993.5,501979269.8,490608657.9,521910560.5,592416703.1,539227277.6,563090490.4,620507387.5,813260468.9,924940011.8,972241676.9,1107571458,1649621739,1959620648,1852334575,1824751468,2046817987,1913081210,2028910915,2041930125,1749857620,1849789993,1996741545,2205099509,2252177134,1821565618,2051842610,2247003348,2533819406
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,507513830,490325181.6,479180824.3,511902136.8,542578367.2,592981162.3,647305630.2,699456618.9,773841494.3,853630203.8,984830158.5,1077147538,1238251696,1528925846,1666544754,1960863466,2412555426,3072427013,3523208810,4035519323,4831447001,2623803096,2606623555,3146772631,3660477856,3919203960,4418983871,4532952047,4614629898,5251025767,5711687787,7215725487,8579754758,9564815975,10489903725,11578594260,11678424507,12614602382,13684255947,14254866285,15013629662,15976174337,16578820687,17271760507,18610594846,20040642477,22715540324,26884700709,30801745700,30745714313,37658616952,42762613699,47231655432,50949668842,52016408854,56441920821,58847019610,60516044657,62420164992,64417670521,62395610760,64960725734,69243626029,86497941439
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,641146358.6,699601326.2,750604794.6,782562091.7,849473871.8,941356066,1067294932,1201948885,1259162890,1419535630,1495110053,1613161370,1698692041,1913764642,2187691183,2397842652,2458775081,2808968854,3226380514,3811626338,4640496435,4985368811,5152277682,5425283193,5931964823,6418682783,6979226683,7536665471,8248794624,8283187777,8505740261,8639379130,8803913216,9146907428,9841850114,10403406491,11182904174,14337614318,15600545086,16585437190,17471510858,17643048267,18692379239,19254397502,20288513844,22215175059,25930657641,28075119901,29403259498,28715218885,30378579904,31032622591,32709956406,33069159225,34129544764,35085992997,33933421225,35438120141,36727457620,38046955434,31763210393,37091445808,48740490013,53296161046
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5693005200,6914658400,8135150892,9987709650,11405957317,13027415244,13789579903,14206158675,17844705325,19584443288,19912889861,20150254096,20953510235,22204940512,24039383608,22920490774,24226574634,25213935012,27458999472,27023468666,28645436569,24316556026,22085858243,22367254865,28448326757,30429803651,25017368700,25365908100,25736331200,28364615200,30565400000,31682400000,33590500000,35901200000,38203000000,42643836100,48835925926,54262870370,56302129630,57481481481,59562962963,68990000000,73141000000,77148000000,80656100000,87132800000,91370407864,96850649692,100050000000,103428000000,107352000000,NA,NA,NA
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2120511229,2143450726,2160784693,2202117374,2237160503,2344637263,2457581732,2593831508,2833476145,2869153184,2951342793,2930092235,3012836257,3033568603,3059406983,3058779218,3024690168,3033433240,3046364804,3026124134,2534327598,2739608156,3075180835,3281419347
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4200288241,4466278065,4585949024,4281714567,4156841107,4186073104,4291004524,4405796023,4562853611,4708167233,4909322237,5166281305,5530178441,5941896608,5655358021,6060026520,6600843963,7139428558
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,489912542.3,576090016.4,734876218,964024705.3,1288699035,2154311277,2087496374,2159242417,2160364071,2278248953,2430411900,3090734463,3704813886,4278792597,4563482604,5591130218,5770197348,6912150456,6590291048,7425703929,9933137128,10011914680,9547816420,10248618778,10497907228,9985847314,10397898907,11420228846,14547329558,17320551250,18433412511,20072754987,23968727074,27844646258,26048179949,25799940078,27641547910,25047436975,23959712861,23225918260,19909278417,21046462281,22946570629,25754001368,26196667100,25555093854,30372874320,30976176887,33886930712
Czechia,CZE,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41016881802,30071014282,35051065440,41155654032,48188478339,60572381311,67804105330,62539765163,67187217328,65586562605,62175642238,68135304464,82607869610,100436000000,120148000000,137264000000,156236000000,190041000000,236506000000,206972000000,211169000000,231429000000,210363000000,213024000000,210911000000,189108000000,198161000000,221564000000,251992000000,256794000000,251110000000,290973000000,301831000000,343208000000
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,84619845881,96558204043,105895000000,112233000000,123330000000,134775000000,143304000000,145101000000,156527000000,177733000000,216629000000,250901000000,300900000000,399834000000,446935000000,492434000000,521659000000,602698000000,743183000000,884574000000,953772000000,803405000000,779422000000,773508000000,727768000000,735219000000,1050090000000,1302930000000,1406370000000,1404090000000,1778160000000,1875790000000,2141380000000,2078950000000,2215280000000,2593050000000,2506580000000,2218790000000,2247760000000,2213870000000,1966980000000,1966380000000,2102350000000,2534720000000,2852320000000,2893390000000,3046310000000,3484060000000,3808790000000,3479800000000,3468150000000,3824830000000,3597900000000,3808090000000,3965800000000,3423570000000,3537780000000,3763090000000,4052010000000,3957210000000,3940140000000,4348300000000,4163600000000,4525700000000
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340989528,NA,373371738.3,395794538.6,409220087.1,452328087.3,462421998.5,478058304.9,466048469.2,491689220.7,497723960.6,494004647.7,502675542,514267869.3,536080148.1,551230861.9,572417440.8,591122039.6,622044665.5,666072101.8,708633194.7,768873684,847918929.1,999105339.3,1049110685,1128611700,1239144502,1353632942,2042817163,2214679081,2424391785,2604955229,2762581334,2913466732,3088853639,3185150981,3385825229,3674298479,4098530514
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45872947.41,57130215.56,55017758.89,72804653.33,82107391.11,89527576.67,98665191.48,109157070.7,119491933,135161958.5,151868754.4,171106184.1,185137243,201429629.6,219762963,234059259.3,245525925.9,264374074.1,274522222.2,292285185.2,302988888.9,322411111.1,331759259.3,333470370.4,340203703.7,333196296.3,343311111.1,367200000,364255555.6,390251851.9,421374074.1,458188888.9,489074074.1,493825925.9,501025925.9,485996296.3,498296296.3,520429629.6,540737037,576229629.6,521551851.9,554770370.4,611537037,504214814.8,555266666.7,607159259.3,653992592.6
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,6361166545,7058361229,7953274741,8466044980,9677401337,10870670865,11931740293,13059064806,13505574133,15414902667,17075457733,19086192720,23230667549,30718181337,34125712481,40418967666,44503607444,49711709588,60320089218,70393030603,70811287816,61459941461,60084214872,60331158447,58868891335,62452421011,87748695217,109183000000,115540000000,112312000000,138218000000,139181000000,152966000000,143111000000,156018000000,184848000000,187481000000,173241000000,176877000000,177888000000,164044000000,164882000000,178788000000,218421000000,251986000000,265150000000,283386000000,320213000000,354979000000,322619000000,322346000000,344316000000,326793000000,344631000000,352833000000,301759000000,312182000000,331611000000,355293000000,345401000000,355631000000,408378000000,401946000000,407092000000
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,672399700,654100200,824100000,940799900,1025599900,888100000,983900000,1034800000,1079100000,1230500000,1485500000,1666500000,1987400000,2344800000,2925700000,3599200000,3951500000,4587100000,4734400000,5498800000,6761300000,7561300000,8267400000,9220600000,11594000000,5044579979,6122128558,5827050753,5374299981,6686593060,7073675545,9824483340,11605382504,13081042400,14644734599,16637370839,18241622548,20017450041,21672215547,22136579397,24305780629,25601823688,27137440786,21403167848,22322387382,35777560684,37879830084,43965458509,48122601530,48261078914,53860187258,58029773599,60681535653,62682159338,67179955677,71164826837,75704647878,79998046306,85555390139,88941372558,78844656298,94243425938,113537000000,121444000000
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2723615451,2434747056,2001444544,2702982018,2909316435,3136284307,3039859187,3370870376,3852147027,4257253264,4863526897,5077183094,6766743957,8707858912,13209871626,15557902754,17728240932,20972113685,26364491313,33243706860,42345829079,44348590461,45207167470,48801369800,53698548293,57937868670,63692007897,66745818375,59089396860,55634721573,62048507531,45715676428,48003133347,49945584453,42543176829,41764291672,46941554225,48177612042,48187781984,48640671735,54790398570,59413400924,61516103406,73482264191,91913680985,107047000000,123084000000,142483000000,180384000000,150317000000,177785000000,218332000000,227144000000,229701000000,238943000000,187494000000,180764000000,189881000000,194554000000,193460000000,164873000000,186231000000,225638000000,247626000000
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,80752362534,71139478707,64884938432,70180391291,81068677593,94462962774,103348000000,100344000000,101445000000,114075000000,127031000000,136421000000,155335000000,195394000000,221436000000,248514000000,252685000000,291242000000,282673000000,327297000000,377611000000,403202000000,423461000000,443397000000,480419000000,526023000000,524630000000,518551000000,575591000000,622223000000,666707000000,723516000000,811406000000,890618000000,1071870000000,1322030000000,1518330000000,1570610000000,1433200000000,1577920000000,1736180000000,1847280000000,2044580000000,2314250000000,2683480000000,3108470000000,3743850000000,4733260000000,5988920000000,6493360000000,7903110000000,9653900000000,10763700000000,11874600000000,12805500000000,13329400000000,13621100000000,14888300000000,16648900000000,17222800000000,17496300000000,20849900000000,21124900000000,21162800000000
